grid_id,LST_mean,LST_stdDev,LST_min,LST_max,LST_median
6886,302.08666666666664,0.43999999999851835,301.5,302.38,302.38
6887,305.1413793103448,0.6600000000088017,304.14,305.46,305.46
6888,304.83000000000004,0.0,304.83000000000004,304.83000000000004,304.83000000000004
6889,303.62,0.0,303.62,303.62,303.62
6892,308.42,0.0,308.42,308.42,308.42
6894,303.6480000000001,0.38065732621259873,303.24,304.3,303.72
6898,303.87806451612903,0.029999999984866008,303.82000000000005,303.88,303.88
6900,,,,,
6902,,,,,
6903,303.852,0.6951258878915028,302.64,304.32,304.32
6904,301.7,0.0,301.7,301.7,301.7
6905,,,,,
6906,307.36,0.0,307.36,307.36,307.36
6908,301.40000000000003,0.0,301.40000000000003,301.40000000000003,301.40000000000003
6910,303.68,0.0,303.68,303.68,303.68
6915,303.6663636363636,0.1850000000672692,303.33000000000004,303.7,303.7
6916,301.477,0.2550000000068936,301.12,301.63,301.63
6917,306.7,0.0,306.7,306.7,306.7
6918,303.87806451612903,0.029999999984866008,303.82000000000005,303.88,303.88
6919,302.68,0.0,302.68,302.68,302.68
6921,304.26,0.0,304.26,304.26,304.26
6923,304.35,0.0,304.35,304.35,304.35
6925,306.78000000000003,1.3499999999980596,304.62,307.32000000000005,307.32000000000005
6927,307.25,0.0,307.25,307.25,307.25
6929,300.94482758620694,0.07999999998995917,300.84000000000003,301.0,301.0
6937,302.52,0.0,302.52,302.52,302.52
6938,302.34000000000003,0.0,302.34000000000003,302.34000000000003,302.34000000000003
6940,307.58,0.3449999999894045,307.12,307.81,307.81
6942,302.43199999999996,0.3900000000084774,301.86,302.64,302.64
6945,307.39,0.0,307.39,307.39,307.39
6946,,,,,
6949,301.42,0.0,301.42,301.42,301.42
6950,301.508275862069,0.5099999999995206,300.84000000000003,301.86,301.86
6951,302.67,0.0,302.67,302.67,302.67
6953,306.34000000000003,0.0,306.34000000000003,306.34000000000003,306.34000000000003
6955,301.4448275862069,0.07999999998995917,301.34000000000003,301.5,301.5
6959,304.58454545454543,0.014999999386103191,304.56,304.59000000000003,304.59000000000003
6963,303.3354545454545,0.09500000003504713,303.18,303.37,303.37
6964,303.02,0.0,303.02,303.02,303.02
6966,303.21400000000006,0.09000000011628598,303.04,303.22,303.22
6967,301.43,0.024999999720603225,301.41,301.46000000000004,301.41
6968,303.82,0.0,303.82,303.82,303.82
6970,304.3533333333334,0.03500000020755189,304.33000000000004,304.40000000000003,304.33000000000004
6972,305.3266666666666,0.34999999999667386,304.72,305.41999999999996,305.41999999999996
6973,305.9722580645161,0.7400000000134349,304.54,306.02,306.02
6975,,,,,
6976,305.82,0.0,305.82,305.82,305.82
6978,300.24,0.0,300.24,300.24,300.24
6979,302.99,0.0,302.99,302.99,302.99
6980,,,,,
6982,306.74,0.0,306.74,306.74,306.74
6987,302.06,0.0,302.06,302.06,302.06
6989,307.88,0.36000000000029103,307.52,308.24,307.88
6990,300.25000000000006,0.309999999992264,299.94,300.56,300.25
6996,302.508,0.010000000237487254,302.5,302.52,302.5
6997,304.9393333333333,0.5931905259161434,304.06,305.72,305.04
6998,304.66,0.0,304.66,304.66,304.66
6999,305.66400000000004,0.8700000000043623,304.04,305.78000000000003,305.78000000000003
7004,304.40000000000003,0.0,304.40000000000003,304.40000000000003,304.40000000000003
7005,306.8583333333334,0.8621303555793282,305.38,307.74,306.70000000000005
7007,311.06,0.0,311.06,311.06,311.06
7008,,,,,
7009,305.28545454545457,0.17999999999004002,305.04,305.40000000000003,305.40000000000003
7012,302.1606896551724,0.36000000002050203,301.54,302.26,302.26
7017,304.74,0.0,304.74,304.74,304.74
7022,305.68,0.0,305.68,305.68,305.68
7025,309.58782608695657,0.8963641838106373,307.99,310.06,309.68
7029,304.26,0.2099999999633569,303.98,304.40000000000003,304.40000000000003
7035,306.72,0.0,306.72,306.72,306.72
7036,,,,,
7037,306.3189655172414,1.0061063561995895,304.24,307.07,305.90999999999997
7039,303.68,0.0,303.68,303.68,303.68
7043,304.49,0.0,304.49,304.49,304.49
7048,,,,,
7063,302.56,0.0,302.56,302.56,302.56
7065,300.71000000000004,0.0,300.71000000000004,300.71000000000004,300.71000000000004
7066,304.24346153846153,0.22500000000776102,303.88,304.33000000000004,304.33000000000004
7068,307.4796666666666,0.9250506742704524,305.98,307.94,307.94
7069,301.78999999999996,0.0,301.78999999999996,301.78999999999996,301.78999999999996
7072,301.78000000000003,0.0,301.78000000000003,301.78000000000003,301.78000000000003
7075,302.3828571428572,0.15173075567017077,302.18,302.52,302.52
7077,,,,,
7081,302.56,0.0,302.56,302.56,302.56
7082,302.00709677419354,0.3550000000070833,301.32,302.03,302.03
7083,303.90000000000003,0.0,303.90000000000003,303.90000000000003,303.90000000000003
7085,307.3666666666666,0.23000000005269058,307.06,307.52,307.52
7087,304.6,0.0,304.6,304.6,304.6
7090,302.3096551724138,0.1649999999939323,302.23,302.56000000000006,302.23
7094,,,,,
7095,,,,,
7097,300.88,0.0,300.88,300.88,300.88
7098,302.22,0.0,302.22,302.22,302.22
